ID,event_id,mortality_signal
NC-2022-36,22034920032,0
NC-2022-36,22034920045,0
NC-2022-36,22034920073,0
NC-2022-36,22034920091,0
NC-2022-36,22367978836,0
NC-2022-36,22367978843,0
NC-2022-36,22367978851,0
NC-2022-36,22367978865,0
NC-2022-36,22688507722,0
NC-2022-36,22688507723,0
NC-2022-36,22688507729,0
NC-2022-36,22688507769,0
NC-2022-36,23054196943,0
NC-2022-36,23054196986,0
NC-2022-36,23168807783,0
NC-2022-36,23168807809,0
NC-2022-36,23276541551,0
NC-2022-36,23276541579,0
NC-2022-36,23383318047,0
NC-2022-36,23383318063,0
NC-2022-38,21373097543,0
NC-2022-38,21373097551,0
NC-2022-38,21439409171,0
NC-2022-38,21439409187,0
NC-2022-38,21517098636,0
NC-2022-38,21517098653,0
NC-2022-38,21517098689,0
NC-2022-38,21517098703,0
NC-2022-38,21526243628,0
NC-2022-38,21526243636,0
NC-2022-38,21664120441,0
NC-2022-38,21664120446,0
NC-2022-38,21664120449,0
NC-2022-38,21664120453,0
NC-2022-38,21664120460,0
NC-2022-38,21664120469,0
NC-2022-38,21697560565,0
NC-2022-38,21697560595,0
NC-2022-38,21799719743,0
NC-2022-38,21799719749,0
NC-2022-38,21859718369,0
NC-2022-38,21859718382,0
NC-2022-38,21890900373,0
NC-2022-38,21890900388,0
NC-2022-38,22034920026,0
NC-2022-38,22034920033,0
NC-2022-38,21954780660,0
NC-2022-38,21954780669,0
NC-2022-38,22034920075,0
NC-2022-38,22034920093,0
NC-2022-38,22367978852,0
NC-2022-38,22367978866,0
NC-2022-38,22542227923,0
NC-2022-38,22542227932,0
NC-2022-38,22574770795,0
NC-2022-38,22574770815,0
NC-2022-38,22574770833,0
NC-2022-38,22574770841,0
NC-2022-38,22608077381,0
NC-2022-38,22608077390,0
NC-2022-38,22688507739,0
NC-2022-38,22688507753,0
NC-2022-38,22688507764,0
NC-2022-38,22688507773,0
NC-2022-38,22703012965,0
NC-2022-38,22703012973,0
NC-2022-38,23119367591,0
NC-2022-38,23119367604,0
NC-2022-38,23570158499,0
NC-2022-38,23570158501,0
NC-2022-38,23570158507,0
NC-2022-38,23570158516,0
NY-2022-39,22018446654,0
NY-2022-39,22018446660,0
NY-2022-39,22367978832,0
NY-2022-39,22367978845,0
NY-2022-39,22503128722,0
NY-2022-39,22503128726,0
NY-2022-39,22503128732,0
NY-2022-39,22503128741,0
NY-2022-39,22574770774,0
NY-2022-39,22574770801,0
NY-2022-39,22597278312,0
NY-2022-39,22597278316,0
NY-2022-39,22608077376,0
NY-2022-39,22608077384,0
NY-2022-39,22688507731,0
NY-2022-39,22688507776,0
NY-2022-39,22703012968,0
NY-2022-39,22703012976,0
NY-2022-39,23054196955,0
NY-2022-39,23054196965,0
NY-2022-39,23054196976,0
NY-2022-39,23054196989,0
NY-2022-39,23119367598,0
NY-2022-39,23119367606,0
NY-2022-39,23168807785,0
NY-2022-39,23168807791,0
NY-2022-39,23168807800,0
NY-2022-39,23168807811,0
NY-2022-39,23213804128,0
NY-2022-39,23213804134,0
NY-2022-39,23213804140,0
NY-2022-39,23213804146,0
NY-2022-39,23276541561,0
NY-2022-39,23276541580,0
NY-2022-39,23336425573,0
NY-2022-39,23336425580,0
NY-2022-39,23503662702,0
NY-2022-39,23503662704,0
NY-2022-39,23503662709,0
NY-2022-39,23503662715,0
NY-2022-39,23503662722,0
NY-2022-39,23503662729,0
NY-2022-39,23600764019,0
NY-2022-39,23600764022,0
NY-2022-39,23600764025,0
NY-2022-39,23600764033,0
NY-2022-39,23821681812,0
NY-2022-39,23844826402,0
NY-2022-39,23844826404,0
NY-2022-39,23844826406,0
NY-2022-39,23844826407,0
NY-2022-39,23844826408,0
NY-2022-39,23844826414,0
NY-2022-39,24002583565,0
NY-2022-39,24002583568,0
NY-2022-39,24048776214,0
NY-2022-39,24048776219,0
NY-2022-39,24072657999,0
NY-2022-39,24072658003,0
NY-2022-39,24088471187,0
NY-2022-39,24088471190,0
NY-2022-39,24105166306,0
NY-2022-39,24105166312,0
NY-2022-39,24128612789,0
NY-2022-39,24128612807,0
NY-2022-39,24153664029,0
NY-2022-39,24153664053,0
NY-2022-40,22018446659,0
NY-2022-40,22335556338,0
NY-2022-40,22335556344,0
NY-2022-40,22367978854,0
NY-2022-40,22367978877,0
NY-2022-40,22542227913,0
NY-2022-40,22542227935,0
NY-2022-40,22574770800,0
NY-2022-40,22574770834,0
NY-2022-40,22623902535,0
NY-2022-40,22623902539,0
NY-2022-40,22688507742,0
NY-2022-40,22688507756,0
NY-2022-40,23054196924,0
NY-2022-40,23054196926,0
NY-2022-40,23054196932,0
NY-2022-40,23054196944,0
NY-2022-40,23054196954,0
NY-2022-40,23054196964,0
NY-2022-40,23054196975,0
NY-2022-40,23054196988,0
NY-2022-40,23168807775,0
NY-2022-40,23168807778,0
NY-2022-40,23168807784,0
NY-2022-40,23168807790,0
NY-2022-40,23168807799,0
NY-2022-40,23168807810,0
NY-2022-40,23213804127,0
NY-2022-40,23213804133,0
NY-2022-40,23213804139,0
NY-2022-40,23213804145,0
NY-2022-40,23336425563,0
NY-2022-40,23336425567,0
NY-2022-40,23336425570,0
NY-2022-40,23336425572,0
NY-2022-40,23383318048,0
NY-2022-40,23383318052,0
NY-2022-40,23503662708,0
NY-2022-40,23503662714,0
NY-2022-40,23503662721,0
NY-2022-40,23503662728,0
NY-2022-40,23503663039,0
NY-2022-40,23503663043,0
NY-2022-40,23503663046,0
NY-2022-40,23503663051,0
NY-2022-40,23570158535,0
NY-2022-40,23570158543,0
NY-2022-40,23570158546,0
NY-2022-40,23570158549,0
NY-2022-40,23600764029,0
NY-2022-40,23600764032,0
NY-2022-40,23657433892,0
NY-2022-40,23657433895,0
NY-2022-40,23744541449,0
NY-2022-40,23744541452,0
NY-2022-40,23744541455,0
NY-2022-40,23744541460,0
NY-2022-40,23744541491,0
NY-2022-40,23744541551,0
NY-2022-40,23992268476,0
NY-2022-40,23992268478,0
NY-2022-40,23992268483,0
NY-2022-40,23992268487,0
NY-2022-40,24048776222,0
NY-2022-40,24048776225,0
NY-2022-40,24088471186,0
NY-2022-40,24088471189,0
NY-2022-40,24105166305,0
NY-2022-40,24105166311,0
NY-2022-40,24128612788,0
NY-2022-40,24128612806,0
NY-2022-40,24153664028,0
NY-2022-40,24153664052,0
NY-2022-42,22034920080,0
NY-2022-42,22034920101,0
NY-2022-42,22341910586,0
NY-2022-42,22341910597,0
NY-2022-42,22367978870,0
NY-2022-42,22367978878,0
NY-2022-42,22542227916,0
NY-2022-42,22542227927,0
NY-2022-42,22574770782,0
NY-2022-42,22574770803,0
NY-2022-42,22574770821,0
NY-2022-42,22574770836,0
NY-2022-42,22608077377,0
NY-2022-42,22608077386,0
NY-2022-42,22688507732,0
NY-2022-42,22688507744,0
NY-2022-42,22688507758,0
NY-2022-42,22688507778,0
NY-2022-42,23054196927,0
NY-2022-42,23054196934,0
NY-2022-42,23054196968,0
NY-2022-42,23054196978,0
NY-2022-42,23119367594,0
NY-2022-42,23119367599,0
NY-2022-42,23119367608,0
NY-2022-42,23119367612,0
NY-2022-42,23168807793,0
NY-2022-42,23168807803,0
NY-2022-42,23168807813,0
NY-2022-42,23168807816,0
NY-2022-42,23276541545,0
NY-2022-42,23276541553,0
NY-2022-42,23276541557,0
NY-2022-42,23276541563,0
NY-2022-42,23276541572,0
NY-2022-42,23276541581,0
NY-2022-42,23336425574,0
NY-2022-42,23336425581,0
NY-2022-42,23383318049,0
NY-2022-42,23383318053,0
NY-2022-42,23383318058,0
NY-2022-42,23383318064,0
NY-2022-42,23503663034,0
NY-2022-42,23503663041,0
NY-2022-42,23582561417,0
NY-2022-42,23582561420,0
NY-2022-42,23600764026,0
NY-2022-42,23600764030,0
NY-2022-42,23600764036,0
NY-2022-42,23600764041,0
NY-2023-48,26725039681,0
NY-2023-48,26725039688,0
NY-2023-48,26782877221,0
NY-2023-48,26782877222,0
NY-2023-48,26782877227,0
NY-2023-48,27219985209,0
NY-2023-48,27219985212,0
NY-2023-48,27219985214,0
NY-2023-48,27219985222,0
NY-2023-48,27219985228,0
NY-2023-48,27219985238,0
NY-2023-48,27318526856,0
NY-2023-48,27507217593,0
NY-2023-48,27507217613,0
NY-2023-48,27507217626,0
NY-2023-48,27507217640,0
NY-2023-48,28105034881,0
NY-2023-48,28105034894,0
NY-2023-48,28105034907,0
NY-2023-48,28105034917,0
NY-2023-48,28105034935,0
NY-2023-48,28105034950,0
NY-2023-48,28105034964,0
NY-2023-48,28105034982,0
NY-2023-48,28105035001,0
NY-2023-48,28105035012,0
NY-2023-48,28738981499,0
NY-2023-48,28738981508,0
NY-2023-48,28738981538,0
NY-2023-48,28738981554,0
NY-2023-48,28738981568,0
NY-2023-48,28738981577,0
NY-2023-48,28738981581,0
NY-2023-48,28738981596,0
NY-2023-48,28738981607,0
NY-2023-48,28738981622,0
NY-2023-48,28738981631,0
NY-2023-48,28738981643,0
NY-2023-48,28738981655,0
NY-2023-48,28738981660,0
NY-2023-49,26696776143,0
NY-2023-49,26696776146,0
NY-2023-49,27159712329,0
NY-2023-49,27159712330,0
NY-2023-49,27159712331,0
NY-2023-49,27159712332,0
NY-2023-49,27166810920,0
NY-2023-49,27166810921,0
NY-2023-49,27152054658,0
NY-2023-49,27152054659,0
NY-2023-49,27163306526,0
NY-2023-49,27163306527,0
NY-2023-49,27212764990,0
NY-2023-49,27170643561,0
NY-2023-49,27170643562,0
NY-2023-49,27212764991,0
NY-2023-49,27188144030,0
NY-2023-49,27188144031,0
NY-2023-49,27326545642,0
NY-2023-49,27638070596,0
NY-2023-49,27638070597,0
NY-2023-49,27332951905,0
NY-2023-49,27332951906,0
NY-2023-49,28072055583,0
NY-2023-49,28072055584,0
NY-2023-49,28072055585,0
NY-2023-49,28072055586,0
NY-2023-49,28072055587,0
NY-2023-49,28128767586,0
NY-2023-49,28128767587,0
NY-2023-49,28713532799,0
NY-2023-49,28713532800,0
NY-2023-49,28713532801,0
NY-2023-49,28713532802,0
NY-2023-49,28752102628,0
NY-2023-49,28752102629,0
NY-2023-49,28982818364,0
NY-2023-49,28982818365,0
NY-2023-49,28966903503,0
NY-2023-49,28966903504,0
NY-2023-49,29019092732,0
NY-2023-49,29019092733,0
NY-2023-49,28980110067,0
NY-2023-49,28980110068,0
NY-2023-51,27188748919,0
NY-2023-51,27219985223,0
NY-2023-51,27219985229,0
NY-2023-51,27219985239,0
NY-2023-51,27219985245,0
NY-2023-51,27318526857,0
NY-2023-51,27318526865,0
NY-2023-51,27507217604,0
NY-2023-51,27507217614,0
NY-2023-51,27507217627,0
NY-2023-51,27507217641,0
NY-2023-51,28105034882,0
NY-2023-51,28105034896,0
NY-2023-51,28105034966,0
NY-2023-51,28105034987,0
NY-2023-51,28738981493,0
NY-2023-51,28738981501,0
NY-2023-51,28738981510,0
NY-2023-51,28738981523,0
NY-2023-51,28738981556,0
NY-2023-51,28738981583,0
NY-2023-51,28738981597,0
NY-2023-51,28738981609,0
NY-2023-51,28967402133,0
NY-2023-51,28967402135,0
NY-2023-51,28967402136,0
NY-2023-51,28967402139,0
NY-2023-51,28967402142,0
NY-2023-51,28967402145,0
NY-2023-51,28967402149,0
NY-2023-51,28967402152,0
NY-2023-51,28967402156,0
NY-2023-51,28967402161,0
NY-2023-51,29275834821,0
NY-2023-51,29275834830,0
NY-2023-51,29275834841,0
NY-2023-51,29275834847,0
NY-2023-51,29275834856,0
NY-2023-51,29275834861,0
NY-2023-51,29275834866,0
NY-2023-51,29275834872,0
NY-2023-54,27219985241,0
NY-2023-54,27318526860,0
NY-2023-54,27318526867,0
NY-2023-54,27318526880,0
NY-2023-54,27507217615,0
